City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
260,La Ronge,CA,2021-05-30 16:51:45,55.1001,-105.2842,55.65,47,1,5.75,clear sky
261,Xining,CN,2021-05-30 16:51:30,36.6167,101.7667,56.34,56,77,2.33,broken clouds
262,Sao Joao Da Barra,BR,2021-05-30 16:51:45,-21.6403,-41.0511,86.09,68,48,7.85,scattered clouds
263,Hami,CN,2021-05-30 16:51:46,42.8,93.45,76.68,9,1,10.56,clear sky
264,Bonavista,CA,2021-05-30 16:51:46,48.6499,-53.1147,66.2,73,5,6.13,clear sky
265,Vyartsilya,RU,2021-05-30 16:51:46,62.1764,30.693,54.48,52,68,2.82,broken clouds
266,Ozernovskiy,RU,2021-05-30 16:51:47,51.5,156.5167,40.55,88,100,2.59,overcast clouds
267,Kirakira,SB,2021-05-30 16:51:47,-10.4544,161.9205,77.31,89,96,7.74,overcast clouds
268,Tateyama,JP,2021-05-30 16:51:48,34.9833,139.8667,66.97,85,19,12.35,few clouds
269,Kudahuvadhoo,MV,2021-05-30 16:51:48,2.6708,72.8944,83.7,75,45,19.8,scattered clouds
270,Ostrovnoy,RU,2021-05-30 16:51:48,68.0531,39.5131,42.35,86,100,13.04,overcast clouds
271,Sharjah,AE,2021-05-30 16:51:40,25.3573,55.4033,93.54,52,0,2.53,clear sky
272,Zile,TR,2021-05-30 16:51:49,40.3031,35.8864,63.72,69,15,4.99,few clouds
273,Noumea,NC,2021-05-30 16:51:49,-22.2763,166.4572,70.0,99,100,10.42,overcast clouds
274,Atbasar,KZ,2021-05-30 16:51:50,51.8,68.3333,74.19,46,26,17.02,scattered clouds
275,Vestmannaeyjar,IS,2021-05-30 16:51:50,63.4427,-20.2734,47.39,100,90,17.27,overcast clouds
276,Cabo San Lucas,MX,2021-05-30 16:47:28,22.8909,-109.9124,91.81,50,4,8.59,clear sky
277,New Port Richey,US,2021-05-30 16:51:50,28.2442,-82.7193,90.01,66,83,1.99,broken clouds
278,Brae,GB,2021-05-30 16:51:51,60.3964,-1.353,48.11,80,7,12.55,clear sky
279,Russell,US,2021-05-30 16:51:51,32.3502,-85.1999,74.91,62,1,4.52,clear sky
280,Grand Gaube,MU,2021-05-30 16:51:52,-20.0064,57.6608,75.6,81,2,1.99,clear sky
281,Scarborough,GB,2021-05-30 16:51:52,54.2797,-0.4044,64.83,77,8,3.0,clear sky
282,Zheleznodorozhnyy,RU,2021-05-30 16:51:52,55.7503,38.0042,54.36,51,68,10.83,light rain
283,Watsa,CD,2021-05-30 16:51:53,3.0372,29.5355,70.99,76,98,0.56,overcast clouds
284,Arraial Do Cabo,BR,2021-05-30 16:50:16,-22.9661,-42.0278,78.76,78,75,11.5,broken clouds
285,Ulaanbaatar,MN,2021-05-30 16:47:39,47.9077,106.8832,37.53,75,0,5.32,clear sky
286,Coahuayana,MX,2021-05-30 16:51:54,18.7333,-103.6833,92.35,29,92,6.02,overcast clouds
287,Port Elizabeth,ZA,2021-05-30 16:51:54,-33.918,25.5701,59.09,71,0,4.61,clear sky
288,Alice Springs,AU,2021-05-30 16:51:54,-23.7,133.8833,40.55,56,63,5.44,broken clouds
289,Bondoukou,CI,2021-05-30 16:51:55,8.0333,-2.8,87.35,55,77,9.73,broken clouds
290,Cintalapa,MX,2021-05-30 16:51:55,16.6951,-93.7272,87.31,54,31,2.33,scattered clouds
291,Sayville,US,2021-05-30 16:48:36,40.7359,-73.0821,52.52,95,90,10.0,light rain
292,Mildura,AU,2021-05-30 16:51:56,-34.2,142.15,37.36,75,0,6.91,clear sky
293,Birjand,IR,2021-05-30 16:47:09,32.8663,59.2211,84.67,8,0,6.91,clear sky
294,Arlit,NE,2021-05-30 16:51:56,18.7369,7.3853,107.62,4,91,16.26,overcast clouds
295,Qeshm,IR,2021-05-30 16:51:56,26.9581,56.2719,91.27,59,0,9.28,clear sky
296,Westerland,DE,2021-05-30 16:51:57,54.9079,8.3033,71.19,76,0,12.66,clear sky
297,Souillac,MU,2021-05-30 16:51:57,-20.5167,57.5167,75.58,83,20,7.43,few clouds
298,Baghdad,IQ,2021-05-30 16:51:13,33.3406,44.4009,98.51,15,0,14.52,clear sky
299,Makakilo City,US,2021-05-30 16:51:58,21.3469,-158.0858,72.61,84,75,5.75,broken clouds
300,Hirara,JP,2021-05-30 16:51:58,24.8,125.2833,79.3,84,100,10.45,overcast clouds
301,Bahia Honda,CU,2021-05-30 16:51:59,22.9036,-83.1592,85.87,56,11,7.76,heavy intensity rain
302,Pitogo,PH,2021-05-30 16:51:59,13.7847,122.0881,81.19,83,94,2.42,overcast clouds
303,Bac Lieu,VN,2021-05-30 16:51:59,9.285,105.7244,83.41,79,69,7.49,broken clouds
304,Thinadhoo,MV,2021-05-30 16:52:00,0.5333,72.9333,83.44,72,26,17.43,scattered clouds
305,Nemuro,JP,2021-05-30 16:52:00,43.3236,145.575,41.36,91,99,15.48,overcast clouds
306,Dondo,MZ,2021-05-30 16:52:00,-19.6094,34.7431,71.11,76,0,6.44,clear sky
307,Roros,NO,2021-05-30 16:52:01,62.5747,11.3842,67.84,34,0,11.5,clear sky
308,Dayong,CN,2021-05-30 16:52:01,25.0209,118.2898,74.88,97,100,2.62,overcast clouds
309,Pacific Grove,US,2021-05-30 16:52:01,36.6177,-121.9166,63.81,86,90,3.0,overcast clouds
310,Krasnoselkup,RU,2021-05-30 16:52:02,65.7,82.4667,53.49,81,100,21.61,light rain
311,At-Bashi,KG,2021-05-30 16:52:02,41.1702,75.8106,54.36,74,75,0.47,broken clouds
312,Altay,CN,2021-05-30 16:52:02,47.8667,88.1167,61.54,19,4,7.85,clear sky
313,Bagdarin,RU,2021-05-30 16:52:03,54.4333,113.6,36.66,69,96,4.38,overcast clouds
314,Tilichiki,RU,2021-05-30 16:52:03,60.4667,166.1,36.63,88,100,1.23,overcast clouds
315,Namibe,AO,2021-05-30 16:52:03,-15.1961,12.1522,72.48,74,13,15.3,few clouds
316,Jeremie,HT,2021-05-30 16:52:04,18.65,-74.1167,83.1,71,9,3.36,clear sky
317,Marquette,US,2021-05-30 16:52:04,46.5333,-87.6335,63.84,39,92,10.11,overcast clouds
318,Vardo,NO,2021-05-30 16:52:04,70.3705,31.1107,42.78,70,75,13.8,broken clouds
319,Mayo,US,2021-05-30 16:49:51,38.8876,-76.5119,54.43,90,90,3.0,overcast clouds
320,Castro,BR,2021-05-30 16:52:05,-24.7911,-50.0119,57.18,98,100,3.65,overcast clouds
321,Iqaluit,CA,2021-05-30 16:52:05,63.7506,-68.5145,35.33,69,75,10.0,broken clouds
322,Khrebtovaya,RU,2021-05-30 16:52:05,56.7032,104.2494,30.24,93,93,2.3,overcast clouds
323,Ilulissat,GL,2021-05-30 16:52:06,69.2167,-51.1,40.21,59,69,2.91,broken clouds
324,Srednekolymsk,RU,2021-05-30 16:52:06,67.45,153.6833,52.32,43,12,7.25,few clouds
325,Solnechnyy,RU,2021-05-30 16:52:06,50.7214,136.6319,44.26,84,100,2.53,overcast clouds
326,Dronninglund,DK,2021-05-30 16:52:07,57.1604,10.2929,73.15,69,3,5.5,clear sky
327,Alofi,NU,2021-05-30 16:52:07,-19.0595,-169.9187,75.09,94,35,3.44,light rain
328,Guymon,US,2021-05-30 16:52:08,36.6828,-101.4816,60.8,100,90,5.75,overcast clouds
329,Phangnga,TH,2021-05-30 16:52:08,8.4509,98.5298,87.82,94,98,2.84,overcast clouds
330,Burnie,AU,2021-05-30 16:52:08,-41.0667,145.9167,40.91,88,4,3.4,clear sky
331,Kulhudhuffushi,MV,2021-05-30 16:52:09,6.6221,73.07,83.43,74,87,20.24,overcast clouds
332,Boulder City,US,2021-05-30 16:52:00,35.9786,-114.8325,90.72,12,1,5.75,clear sky
333,College,US,2021-05-30 16:47:14,64.8569,-147.8028,54.21,61,75,4.61,broken clouds
334,Torbat-E Jam,IR,2021-05-30 16:52:09,35.244,60.6225,88.18,9,0,10.83,clear sky
335,San Lorenzo,PY,2021-05-30 16:47:34,-25.3333,-57.5333,72.59,28,0,14.0,clear sky
336,Naze,JP,2021-05-30 16:52:10,28.3667,129.4833,70.72,82,100,11.65,overcast clouds
337,Kurchum,KZ,2021-05-30 16:52:10,48.5722,83.6542,60.8,50,0,7.45,clear sky
338,Filingue,NE,2021-05-30 16:52:11,14.3521,3.3168,106.77,11,5,5.26,clear sky
339,Mamallapuram,IN,2021-05-30 16:52:11,12.6264,80.1722,89.06,72,80,15.57,broken clouds
340,Beidao,CN,2021-05-30 16:52:11,34.5686,105.8933,64.24,73,48,3.87,scattered clouds
341,Flin Flon,CA,2021-05-30 16:52:12,54.7682,-101.865,42.64,75,90,6.96,overcast clouds
342,Kaabong,UG,2021-05-30 16:52:12,3.4836,34.1492,69.08,58,14,10.31,few clouds
343,Mocuba,MZ,2021-05-30 16:52:12,-16.8392,36.9856,68.41,59,0,4.16,clear sky
344,Torrington,US,2021-05-30 16:52:13,41.8007,-73.1212,49.68,95,100,3.0,overcast clouds
345,Bull Savanna,JM,2021-05-30 16:52:13,17.8868,-77.5902,83.41,64,11,14.32,few clouds
346,Samarai,PG,2021-05-30 16:52:14,-10.6167,150.6667,79.32,76,99,15.59,overcast clouds
347,Biharamulo,TZ,2021-05-30 16:52:14,-2.6319,31.3089,68.77,68,98,2.17,overcast clouds
348,Penzance,GB,2021-05-30 16:52:14,50.1186,-5.5371,67.21,71,6,15.46,clear sky
349,Kieta,PG,2021-05-30 16:52:15,-6.2167,155.6333,78.03,85,77,4.27,broken clouds
350,Jalu,LY,2021-05-30 16:52:15,29.0331,21.5482,98.17,14,2,10.45,clear sky
351,Flinders,AU,2021-05-30 16:52:15,-34.5833,150.8552,48.06,81,23,1.01,few clouds
352,Puerto Escondido,MX,2021-05-30 16:52:16,15.85,-97.0667,88.3,62,23,6.93,few clouds
353,Itum-Kale,RU,2021-05-30 16:52:16,42.7356,45.5758,58.71,98,94,1.25,overcast clouds
354,Tadine,NC,2021-05-30 16:52:16,-21.55,167.8833,67.73,74,32,11.39,scattered clouds
355,Bintulu,MY,2021-05-30 16:52:17,3.1667,113.0333,75.61,100,20,0.0,few clouds
356,Sidhpura,IN,2021-05-30 16:52:17,27.6333,78.8833,94.1,34,17,8.5,few clouds
357,Husavik,IS,2021-05-30 16:52:18,66.0449,-17.3389,55.31,49,87,17.31,overcast clouds
358,San Matias,BO,2021-05-30 16:52:18,-16.3667,-58.4,96.33,25,93,3.91,overcast clouds
359,Ouahigouya,BF,2021-05-30 16:52:18,13.5828,-2.4216,106.47,12,5,8.16,clear sky
360,Karratha,AU,2021-05-30 16:52:19,-20.7377,116.8463,69.46,54,70,8.63,broken clouds
361,Pedasi,PA,2021-05-30 16:52:19,7.5333,-80.0333,83.44,72,44,6.58,scattered clouds
362,Kinna,SE,2021-05-30 16:52:19,57.5073,12.6946,75.74,48,9,7.47,clear sky
363,Chara,RU,2021-05-30 16:52:20,56.9064,118.2631,45.99,84,96,2.3,light rain
364,Mosquera,CO,2021-05-30 16:49:20,4.7059,-74.2302,66.29,59,40,2.3,scattered clouds
365,Marzuq,YE,2021-05-30 16:52:20,14.4,46.4667,82.53,38,0,7.52,clear sky
366,Sitka,US,2021-05-30 16:52:21,57.0531,-135.33,51.69,71,90,5.75,light rain
367,Peterhead,GB,2021-05-30 16:52:21,57.5058,-1.7981,67.44,88,6,16.8,clear sky
368,Constitucion,CL,2021-05-30 16:52:21,-35.3333,-72.4167,59.52,52,77,8.21,light rain
369,Isla Vista,US,2021-05-30 16:52:22,34.4133,-119.861,68.83,53,1,8.05,clear sky
370,Dehloran,IR,2021-05-30 16:52:22,32.6941,47.2679,97.68,9,0,10.11,clear sky
371,Anloga,GH,2021-05-30 16:52:23,5.7947,0.8973,86.22,76,86,14.29,overcast clouds
372,Hasaki,JP,2021-05-30 16:52:23,35.7333,140.8333,63.0,77,34,12.88,scattered clouds
373,Port Hardy,CA,2021-05-30 16:49:20,50.6996,-127.4199,51.98,93,90,12.66,light rain
374,Faya,SA,2021-05-30 16:52:23,18.3851,42.4509,77.11,28,57,3.13,broken clouds
375,Saint Anthony,US,2021-05-30 16:52:24,45.0205,-93.218,58.33,78,90,1.99,overcast clouds
376,Praya,CV,2021-05-30 16:52:24,14.9215,-23.5087,82.94,54,20,16.11,few clouds
377,Constantine,DZ,2021-05-30 16:52:25,36.365,6.6147,81.81,36,75,10.36,broken clouds
378,Fukue,JP,2021-05-30 16:52:25,32.6881,128.8419,67.87,70,0,6.06,clear sky
379,Bodden Town,KY,2021-05-30 16:52:25,19.2833,-81.25,86.0,33,40,6.24,scattered clouds
380,Salalah,OM,2021-05-30 16:52:26,17.0151,54.0924,82.38,84,37,10.42,scattered clouds
381,Mareeba,AU,2021-05-30 16:52:26,-17.0,145.4333,65.44,92,72,3.71,broken clouds
382,Cap Malheureux,MU,2021-05-30 16:52:26,-19.9842,57.6142,75.69,81,2,1.99,clear sky
383,Farafangana,MG,2021-05-30 16:52:27,-22.8167,47.8333,72.66,88,6,9.1,light rain
384,Cam Ranh,VN,2021-05-30 16:52:27,11.9214,109.1591,82.36,78,0,5.66,clear sky
385,Denpasar,ID,2021-05-30 16:49:17,-8.65,115.2167,78.46,94,20,1.9,few clouds
386,Merauke,ID,2021-05-30 16:52:27,-8.4667,140.3333,75.29,87,72,12.44,broken clouds
387,Ca Mau,VN,2021-05-30 16:52:28,9.1769,105.15,80.65,86,47,4.29,scattered clouds
388,Dom Pedro,BR,2021-05-30 16:52:28,-4.4833,-44.45,93.56,38,4,4.03,clear sky
389,Ambon,ID,2021-05-30 16:52:29,-3.6954,128.1814,79.99,81,100,7.65,overcast clouds
390,Huarmey,PE,2021-05-30 16:52:29,-10.0681,-78.1522,71.1,75,60,10.78,broken clouds
391,North Bend,US,2021-05-30 16:52:29,43.4065,-124.2243,67.98,78,40,3.44,scattered clouds
392,Lata,PT,2021-05-30 16:52:30,40.1629,-8.3327,84.04,46,56,6.53,broken clouds
393,Atasu,KZ,2021-05-30 16:52:30,48.6814,71.6433,72.99,26,12,11.65,few clouds
394,Paamiut,GL,2021-05-30 16:52:30,61.994,-49.6678,35.44,92,70,23.2,broken clouds
395,Sinnamary,GF,2021-05-30 16:52:31,5.3833,-52.95,80.51,84,93,9.24,overcast clouds
396,Kununurra,AU,2021-05-30 16:52:31,-15.7667,128.7333,62.58,72,64,0.0,broken clouds
397,Ust-Kut,RU,2021-05-30 16:52:32,56.7938,105.7672,35.26,80,99,2.01,overcast clouds
398,Richards Bay,ZA,2021-05-30 16:52:32,-28.783,32.0377,63.91,72,12,9.1,few clouds
399,Zhenlai,CN,2021-05-30 16:52:32,45.8495,123.2973,58.17,65,42,4.05,scattered clouds
400,Seoul,KR,2021-05-30 16:48:12,37.5683,126.9778,62.2,97,90,2.17,overcast clouds
401,Alexandria,EG,2021-05-30 16:49:05,31.2156,29.9553,91.94,100,0,9.22,clear sky
402,Carmarthen,GB,2021-05-30 16:52:33,51.8555,-4.3054,66.76,72,98,7.31,overcast clouds
403,Pitimbu,BR,2021-05-30 16:52:33,-7.4706,-34.8086,82.99,76,91,13.0,overcast clouds
404,Horizontina,BR,2021-05-30 16:52:33,-27.6258,-54.3078,63.36,34,1,8.12,clear sky
405,Harindanga,IN,2021-05-30 16:52:34,22.0383,88.3214,85.98,85,36,13.62,scattered clouds
406,Luganville,VU,2021-05-30 16:52:34,-15.5333,167.1667,72.28,90,100,5.53,overcast clouds
407,Donetsk,UA,2021-05-30 16:52:34,48.0,37.8,66.07,66,87,8.55,overcast clouds
408,Thai Binh,VN,2021-05-30 16:52:35,20.45,106.3333,86.0,68,100,11.25,overcast clouds
409,Ghanzi,BW,2021-05-30 16:52:35,-21.5667,21.7833,64.8,26,47,6.73,scattered clouds
410,Edd,ER,2021-05-30 16:52:36,13.9297,41.6925,88.92,62,10,3.49,clear sky
411,Oranjemund,NA,2021-05-30 16:52:36,-28.55,16.4333,56.91,82,0,9.15,clear sky
412,Pittsburg,US,2021-05-30 16:48:30,38.028,-121.8847,72.21,56,1,4.0,clear sky
413,Maniitsoq,GL,2021-05-30 16:52:36,65.4167,-52.9,35.51,88,100,5.44,overcast clouds
414,Skegness,GB,2021-05-30 16:52:37,53.1436,0.3363,64.09,77,7,11.95,clear sky
415,Las Tunas,CU,2021-05-30 16:52:37,20.9617,-76.9511,91.78,44,21,1.79,few clouds
416,Roald,NO,2021-05-30 16:52:38,62.5833,6.1333,68.16,76,0,6.91,clear sky
417,Asind,IN,2021-05-30 16:52:38,25.7333,74.3333,92.34,27,11,17.47,few clouds
418,Isangel,VU,2021-05-30 16:52:39,-19.55,169.2667,70.05,76,92,5.75,overcast clouds
419,Zhezkazgan,KZ,2021-05-30 16:52:39,47.8043,67.7144,74.01,46,81,10.22,broken clouds
420,Asau,RO,2021-05-30 16:52:39,46.4333,26.4,59.92,83,55,3.42,broken clouds
421,Mandalgovi,MN,2021-05-30 16:52:40,45.7625,106.2708,39.97,65,79,21.45,broken clouds
422,Atar,MR,2021-05-30 16:52:41,20.5169,-13.0499,109.17,10,21,3.69,few clouds
423,Marawi,PH,2021-05-30 16:48:39,7.9986,124.2928,67.64,94,100,2.06,heavy intensity rain
424,Formosa,AR,2021-05-30 16:48:11,-26.1775,-58.1781,66.18,39,0,11.5,clear sky
425,Fandriana,MG,2021-05-30 16:52:41,-20.2333,47.3833,56.21,86,30,3.02,scattered clouds
426,Kitimat,CA,2021-05-30 16:52:42,54.0524,-128.6534,52.92,95,100,0.92,light rain
427,Charters Towers,AU,2021-05-30 16:52:42,-20.1,146.2667,58.17,92,28,10.38,scattered clouds
428,Pokrovsk,UA,2021-05-30 16:52:42,48.282,37.1758,60.66,80,63,7.27,broken clouds
429,Miyoshi,JP,2021-05-30 16:52:43,35.0833,137.0667,63.72,74,0,3.74,clear sky
430,Ajdabiya,LY,2021-05-30 16:51:09,30.7554,20.2263,82.65,39,0,15.05,clear sky
431,Haizhou,CN,2021-05-30 16:52:43,34.5817,119.1289,66.88,93,8,7.54,light rain
432,Manta,EC,2021-05-30 16:52:43,-0.95,-80.7333,78.58,78,75,6.91,broken clouds
433,Oxford,GB,2021-05-30 16:52:44,51.7522,-1.256,69.4,51,0,1.01,clear sky
434,Okhotsk,RU,2021-05-30 16:52:44,59.3833,143.3,36.3,95,98,6.87,overcast clouds
435,Lima,PE,2021-05-30 16:50:43,-12.0432,-77.0282,64.13,82,90,4.61,overcast clouds
436,San Quintin,MX,2021-05-30 16:52:45,30.4833,-115.95,63.18,66,86,11.25,overcast clouds
437,Irituia,BR,2021-05-30 16:52:45,-1.7711,-47.4381,90.97,51,9,4.59,clear sky
438,Dzheyrakh,RU,2021-05-30 16:52:46,42.8228,44.6756,56.59,92,47,1.72,scattered clouds
439,Qazanbulaq,AZ,2021-05-30 16:52:46,40.6192,46.6519,86.77,41,2,21.74,clear sky
440,Niort,FR,2021-05-30 16:52:46,46.3333,-0.3333,77.99,56,24,14.03,few clouds
441,Sao Paulo De Olivenca,BR,2021-05-30 16:52:47,-3.3783,-68.8725,91.92,49,53,4.12,broken clouds
442,Batu Berendam,MY,2021-05-30 16:52:47,2.2487,102.246,80.65,94,40,0.0,scattered clouds
443,Sandwich,US,2021-05-30 16:52:48,41.6459,-88.6217,69.3,47,27,4.29,scattered clouds
444,Muravlenko,RU,2021-05-30 16:52:48,63.7898,74.523,47.84,87,100,9.44,moderate rain
445,Moron,AR,2021-05-30 16:52:18,-34.6534,-58.6198,59.85,36,4,4.0,clear sky
446,Vila,PT,2021-05-30 16:52:49,42.0304,-8.1588,74.7,50,53,4.79,broken clouds
447,Pilar,BR,2021-05-30 16:52:49,-9.5972,-35.9567,80.53,72,83,9.95,broken clouds
448,Biltine,TD,2021-05-30 16:52:50,14.5333,20.9167,99.61,9,3,9.55,clear sky
449,Gornopravdinsk,RU,2021-05-30 16:52:50,60.05,69.9,67.06,52,74,7.56,broken clouds
450,Arcoverde,BR,2021-05-30 16:52:50,-8.4189,-37.0539,79.95,56,97,9.48,overcast clouds
451,Trapani,IT,2021-05-30 16:52:51,37.8333,12.6667,76.28,88,0,8.93,clear sky
452,Praia Da Vitoria,PT,2021-05-30 16:49:29,38.7333,-27.0667,68.25,73,40,11.21,scattered clouds
453,Vytegra,RU,2021-05-30 16:52:51,61.0064,36.4481,43.63,59,7,4.59,clear sky
454,Asyut,EG,2021-05-30 16:52:51,27.181,31.1837,98.78,11,29,10.09,scattered clouds
455,Ushtobe,KZ,2021-05-30 16:52:52,45.2514,77.9838,70.47,15,86,7.29,overcast clouds
456,Nador,MA,2021-05-30 16:52:52,35.174,-2.9287,71.85,43,0,4.14,clear sky
457,Knysna,ZA,2021-05-30 16:52:53,-34.0363,23.0471,55.78,87,98,5.46,overcast clouds
458,Lakatoro,VU,2021-05-30 16:52:53,-16.0999,167.4164,70.97,87,100,6.93,overcast clouds
459,Kargasok,RU,2021-05-30 16:52:53,59.0556,80.8572,62.2,75,45,9.75,scattered clouds
460,Maroantsetra,MG,2021-05-30 16:52:54,-15.4333,49.7333,74.44,86,44,3.24,light rain
461,Liwale,TZ,2021-05-30 16:52:54,-9.7667,37.9333,71.29,61,33,0.76,scattered clouds
462,Tiznit,MA,2021-05-30 16:52:55,29.5833,-9.5,84.51,29,100,9.71,overcast clouds
463,Svetlaya,RU,2021-05-30 16:52:55,46.5389,138.3297,40.71,91,91,2.64,overcast clouds
464,Hobyo,SO,2021-05-30 16:52:55,5.3505,48.5268,79.54,83,98,24.4,overcast clouds
465,Westport,US,2021-05-30 16:52:56,41.1415,-73.3579,52.32,93,100,1.01,overcast clouds
466,Shahpura,IN,2021-05-30 16:52:56,27.3833,75.9667,87.13,35,58,5.77,broken clouds
467,Shipunovo,RU,2021-05-30 16:52:57,52.1582,82.2173,56.21,66,0,7.92,clear sky
468,Banda Aceh,ID,2021-05-30 16:52:57,5.5577,95.3222,81.41,71,84,12.15,broken clouds
469,Oliver,CA,2021-05-30 16:52:57,49.1831,-119.5524,62.85,41,73,4.27,broken clouds
470,Santa Lucia,ES,2021-05-30 16:52:58,27.9117,-15.5407,67.32,60,20,12.91,few clouds
471,Hambantota,LK,2021-05-30 16:52:58,6.1241,81.1185,80.76,79,84,19.37,broken clouds
472,Hamilton,US,2021-05-30 16:48:43,39.1834,-84.5333,60.6,68,90,1.01,overcast clouds
473,Honiara,SB,2021-05-30 16:52:59,-9.4333,159.95,76.23,89,53,3.44,broken clouds
474,Macae,BR,2021-05-30 16:52:59,-22.3708,-41.7869,83.95,74,20,10.36,few clouds
475,Acarau,BR,2021-05-30 16:52:59,-2.8856,-40.12,86.25,58,7,14.56,clear sky
476,Pasir Gudang,MY,2021-05-30 16:53:00,1.4584,103.8805,84.25,83,75,1.14,broken clouds
477,Willmar,US,2021-05-30 16:53:00,45.1219,-95.0433,66.36,77,1,0.0,clear sky
478,Kapit,MY,2021-05-30 16:53:01,2.0167,112.9333,74.23,98,50,0.45,scattered clouds
479,Rach Gia,VN,2021-05-30 16:53:01,10.0167,105.0833,80.55,79,4,9.84,clear sky
480,Batagay,RU,2021-05-30 16:53:01,67.6333,134.6333,45.61,75,65,4.79,broken clouds
481,Owando,CG,2021-05-30 16:53:02,-0.4819,15.8999,82.98,61,95,2.33,overcast clouds
482,Hualmay,PE,2021-05-30 16:53:02,-11.0964,-77.6139,70.02,73,56,11.23,broken clouds
483,Katsuura,JP,2021-05-30 16:53:03,35.1333,140.3,66.31,88,37,13.67,scattered clouds
484,Iranshahr,IR,2021-05-30 16:53:03,27.2025,60.6848,104.34,5,0,9.22,clear sky
485,Rio Grande,BR,2021-05-30 16:50:15,-32.035,-52.0986,57.31,44,20,12.55,few clouds
486,Havoysund,NO,2021-05-30 16:53:03,70.9963,24.6622,43.03,95,100,28.1,overcast clouds
487,Yurty,RU,2021-05-30 16:53:04,56.0498,97.6348,36.68,93,99,2.77,overcast clouds
488,Teguldet,RU,2021-05-30 16:53:04,57.3064,88.1667,42.91,59,89,4.68,overcast clouds
489,San Carlos De Bariloche,AR,2021-05-30 16:48:15,-41.1456,-71.3082,49.75,66,40,9.37,scattered clouds
490,Zhigansk,RU,2021-05-30 16:53:05,66.7697,123.3711,48.0,57,2,11.1,clear sky
491,Sept-Iles,CA,2021-05-30 16:50:19,50.2001,-66.3821,58.24,62,1,5.01,clear sky
492,Delijan,IR,2021-05-30 16:53:05,33.9905,50.6838,85.66,8,0,14.94,clear sky
493,Winnipeg,CA,2021-05-30 16:52:57,49.8844,-97.147,70.09,44,75,3.44,broken clouds
494,Palana,RU,2021-05-30 16:53:06,59.1167,159.9667,33.73,84,86,4.29,overcast clouds
495,Kamenka,RU,2021-05-30 16:53:06,51.3223,42.7678,62.76,93,87,10.02,light rain
496,Quatre Cocos,MU,2021-05-30 16:53:06,-20.2078,57.7625,75.31,77,2,7.07,clear sky
497,Fort Walton Beach,US,2021-05-30 16:53:07,30.4058,-86.6188,80.98,52,1,3.0,clear sky
498,Pozo Colorado,PY,2021-05-30 16:53:07,-23.4923,-58.7972,70.18,35,88,8.43,overcast clouds
499,Caucaia,BR,2021-05-30 16:53:08,-3.7361,-38.6531,87.75,67,20,8.9,few clouds
500,Pemba,MZ,2021-05-30 16:53:08,-12.974,40.5178,79.5,83,75,8.01,broken clouds
501,Gladstone,AU,2021-05-30 16:53:08,-23.85,151.25,58.93,67,0,4.61,clear sky
502,Buala,SB,2021-05-30 16:53:09,-8.145,159.5921,78.53,85,42,4.99,scattered clouds
503,Kizema,RU,2021-05-30 16:53:09,61.113,44.8302,43.7,53,87,8.08,overcast clouds
504,Kelcyre,AL,2021-05-30 16:53:10,40.3131,20.1894,62.2,93,100,4.99,overcast clouds
505,Panikian,PH,2021-05-30 16:53:10,7.0107,126.0242,76.71,94,100,2.53,heavy intensity rain
506,Bridlington,GB,2021-05-30 16:53:10,54.0831,-0.1919,61.02,81,11,8.34,few clouds
507,Taltal,CL,2021-05-30 16:53:11,-25.4,-70.4833,67.35,68,17,5.37,few clouds
508,Yar,RU,2021-05-30 16:53:11,58.249,52.1026,40.48,91,85,3.89,overcast clouds
509,Finschhafen,PG,2021-05-30 16:53:12,-6.6024,147.8681,78.55,81,85,9.82,overcast clouds
510,Najran,SA,2021-05-30 16:53:12,17.4924,44.1277,93.85,12,4,5.82,clear sky
511,Prince Rupert,CA,2021-05-30 16:53:12,54.3161,-130.3201,50.09,93,90,2.3,light rain
512,Tias,ES,2021-05-30 16:53:13,28.9611,-13.645,71.28,64,20,20.71,few clouds
513,Merke,KZ,2021-05-30 16:53:13,42.8728,73.1786,65.84,66,100,10.29,overcast clouds
514,Dalvik,IS,2021-05-30 16:53:13,65.9702,-18.5286,55.33,70,99,5.99,overcast clouds
515,Hit,IQ,2021-05-30 16:53:14,33.6416,42.8251,92.23,16,81,10.92,broken clouds
516,Smithers,CA,2021-05-30 16:53:14,54.7804,-127.1743,46.72,93,90,2.3,overcast clouds
517,Orlik,RU,2021-05-30 16:53:14,52.5178,99.825,33.03,85,97,3.94,overcast clouds
518,Tazovskiy,RU,2021-05-30 16:53:15,67.4667,78.7,36.73,96,100,11.14,overcast clouds
519,Jumla,NP,2021-05-30 16:53:15,29.2747,82.1838,55.92,94,23,2.62,few clouds
520,Dorfen,DE,2021-05-30 16:53:16,48.2667,12.15,63.5,64,5,5.64,clear sky
521,Sabang,ID,2021-05-30 16:53:16,5.8933,95.3214,83.98,70,44,19.06,scattered clouds
522,Doha,QA,2021-05-30 16:53:16,25.2867,51.5333,100.71,62,0,11.5,clear sky
523,Curitibanos,BR,2021-05-30 16:50:14,-27.2828,-50.5844,64.74,45,70,2.46,broken clouds
524,Vanderhoof,CA,2021-05-30 16:53:17,54.0166,-124.0198,55.47,51,100,3.42,light rain
