City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
294,Nagothana,18.5333,73.1333,86.02,83,81,2.46,IN,2021-05-24 22:54:13
295,Boende,-0.2167,20.8667,72.28,88,39,2.93,CD,2021-05-24 22:54:13
296,Cukai,4.25,103.4167,78.94,91,81,3.44,MY,2021-05-24 22:54:14
297,Radchenko,56.6803,36.3718,45.23,88,38,5.48,RU,2021-05-24 22:54:14
298,Sao Felix Do Xingu,-6.6447,-51.995,75.63,78,8,2.91,BR,2021-05-24 22:54:15
299,Namibe,-15.1961,12.1522,74.55,61,9,4.07,AO,2021-05-24 22:54:15
300,Bousso,10.4795,16.7117,89.4,23,12,1.23,TD,2021-05-24 22:54:15
301,Vostok,46.4856,135.8833,48.67,77,87,3.58,RU,2021-05-24 22:54:16
302,Amahai,-3.3333,128.9167,78.93,84,100,2.86,ID,2021-05-24 22:52:02
303,Sidi Ali,36.0998,0.4206,63.46,54,29,5.46,DZ,2021-05-24 22:54:17
304,Labuhan,-6.8844,112.2051,77.23,89,31,5.32,ID,2021-05-24 22:54:17
305,Nanortalik,60.1432,-45.2371,35.1,98,100,3.58,GL,2021-05-24 22:54:01
306,Humberto De Campos,-2.5983,-43.4611,77.63,89,100,5.39,BR,2021-05-24 22:54:18
307,Nhulunbuy,-12.2333,136.7667,83.01,65,40,16.11,AU,2021-05-24 22:54:18
308,Mabaruma,8.2,-59.7833,76.42,83,74,4.72,GY,2021-05-24 22:54:18
309,Punta De Piedra,7.6176,-71.4916,73.08,98,100,2.55,VE,2021-05-24 22:54:19
310,Husavik,66.0449,-17.3389,42.71,79,71,5.86,IS,2021-05-24 22:54:19
311,Vao,-22.6667,167.4833,71.08,62,6,20.83,NC,2021-05-24 22:54:20
312,Tabou,4.423,-7.3528,80.56,84,53,9.44,CI,2021-05-24 22:54:20
313,Santa Helena De Goias,-17.8136,-50.5969,65.98,51,83,7.85,BR,2021-05-24 22:54:21
314,Hasaki,35.7333,140.8333,70.2,72,32,4.54,JP,2021-05-24 22:54:21
315,Chara,56.9064,118.2631,36.7,89,100,2.46,RU,2021-05-24 22:54:21
316,Gitarama,-2.0744,29.7567,62.06,92,81,2.28,RW,2021-05-24 22:54:22
317,Severo-Kurilsk,50.6789,156.125,41.67,71,100,14.47,RU,2021-05-24 22:54:22
318,Princeton,25.5384,-80.4089,82.02,65,90,9.22,US,2021-05-24 22:54:23
319,Northam,51.0333,-4.2167,50.67,87,7,16.8,GB,2021-05-24 22:54:23
320,Dalbandin,28.8947,64.4101,82.11,15,6,3.02,PK,2021-05-24 22:54:23
321,Kempsey,-31.0833,152.8333,59.45,97,77,3.0,AU,2021-05-24 22:54:24
322,La Macarena,2.1837,-73.7849,73.02,98,100,2.15,CO,2021-05-24 22:54:24
323,Yakeshi,49.2833,120.7333,43.54,56,99,7.63,CN,2021-05-24 22:54:24
324,Pacific Grove,36.6177,-121.9166,87.15,78,1,1.99,US,2021-05-24 22:53:08
325,Srednekolymsk,67.45,153.6833,53.82,38,0,10.98,RU,2021-05-24 22:54:25
326,Clyde River,70.4692,-68.5914,21.43,100,90,29.93,CA,2021-05-24 22:54:25
327,Pauini,-7.7136,-66.9764,73.2,97,86,4.29,BR,2021-05-24 22:54:26
328,Alice Springs,-23.7,133.8833,62.15,65,75,6.58,AU,2021-05-24 22:54:26
329,Evensk,61.95,159.2333,43.5,65,100,16.44,RU,2021-05-24 22:54:26
330,Kurilsk,45.2333,147.8833,41.09,98,100,5.95,RU,2021-05-24 22:54:27
331,Avera,33.194,-82.5271,92.08,43,38,6.67,US,2021-05-24 22:52:46
332,Caborca,30.5838,-111.101,88.48,5,0,13.96,MX,2021-05-24 22:54:28
333,Agadir,30.4202,-9.5982,64.85,62,4,5.23,MA,2021-05-24 22:54:28
334,Kulhudhuffushi,6.6221,73.07,83.08,76,100,25.3,MV,2021-05-24 22:54:28
335,Geraldton,-28.7667,114.6,54.01,67,75,10.85,AU,2021-05-24 22:54:10
336,Mchinji,-13.7984,32.8802,50.65,96,25,3.83,MW,2021-05-24 22:54:29
337,Itapuranga,-15.5622,-49.9486,74.12,63,97,3.67,BR,2021-05-24 22:54:29
338,Lasa,46.6166,10.7002,50.88,100,100,0.76,IT,2021-05-24 22:54:30
339,Miandrivazo,-19.5167,45.4667,66.45,69,14,0.65,MG,2021-05-24 22:54:30
340,Mus,39.0,41.75,48.02,84,21,3.18,TR,2021-05-24 22:54:30
341,Hlotse,-28.8718,28.045,43.38,61,53,1.14,LS,2021-05-24 22:54:31
342,Navolato,24.7672,-107.6944,99.64,21,0,11.95,MX,2021-05-24 22:54:31
343,Sur,22.5667,59.5289,89.53,47,0,12.88,OM,2021-05-24 22:53:14
344,Bulalacao,12.3254,121.3435,82.96,72,59,7.38,PH,2021-05-24 22:54:32
345,San-Pedro,4.7485,-6.6363,81.27,84,88,8.59,CI,2021-05-24 22:54:32
346,Tangara,-6.1994,-35.8017,79.03,91,87,5.66,BR,2021-05-24 22:54:33
347,Palmer,42.1584,-72.3287,69.76,47,40,5.99,US,2021-05-24 22:54:34
348,Chokurdakh,70.6333,147.9167,33.78,99,75,4.56,RU,2021-05-24 22:54:34
349,Tandalti,13.0167,31.8667,91.53,10,6,8.3,SD,2021-05-24 22:54:35
350,Port Macquarie,-31.4333,152.9167,59.38,74,65,2.8,AU,2021-05-24 22:49:36
351,Qaqortoq,60.7167,-46.0333,41.7,70,100,9.71,GL,2021-05-24 22:54:35
352,Bolshoy Lug,52.0779,104.0919,48.38,79,100,14.94,RU,2021-05-24 22:54:36
353,Madaba,31.5833,35.6667,65.08,55,0,0.94,JO,2021-05-24 22:54:36
354,Douglas,41.3,-96.167,83.28,56,40,10.0,US,2021-05-24 22:54:36
355,Mbabane,-26.3167,31.1333,45.95,74,0,4.59,SZ,2021-05-24 22:54:37
356,Jieshi,22.8134,115.8257,79.63,86,34,15.57,CN,2021-05-24 22:54:37
357,Tinambacan,12.0928,124.5025,79.86,87,61,4.56,PH,2021-05-24 22:54:37
358,Rameswaram,9.2833,79.3,84.34,81,100,28.39,IN,2021-05-24 22:54:38
359,Naze,28.3667,129.4833,72.52,74,91,5.61,JP,2021-05-24 22:52:22
360,Kalianget,-7.05,113.9333,81.09,80,31,11.14,ID,2021-05-24 22:54:39
361,Mut,36.6439,33.4389,70.57,50,0,9.73,TR,2021-05-24 22:54:39
362,Oistins,13.0667,-59.5333,80.69,61,40,17.27,BB,2021-05-24 22:54:40
363,Antofagasta,-23.65,-70.4,58.28,77,99,5.23,CL,2021-05-24 22:50:07
364,Camacha,33.0833,-16.3333,64.53,77,75,12.66,PT,2021-05-24 22:54:40
365,Cidreira,-30.1811,-50.2056,56.71,70,0,13.06,BR,2021-05-24 22:54:27
366,Nelson Bay,-32.7167,152.15,62.11,96,47,8.52,AU,2021-05-24 22:54:41
367,Buta,2.7858,24.73,71.22,94,82,2.28,CD,2021-05-24 22:54:41
368,Oksovskiy,62.6062,39.8984,45.07,94,100,7.07,RU,2021-05-24 22:54:42
369,Pasuruan,-7.6453,112.9075,78.69,84,55,3.2,ID,2021-05-24 22:54:42
370,Malakal,9.5334,31.6605,80.04,68,97,5.97,SS,2021-05-24 22:54:42
371,Tilichiki,60.4667,166.1,35.33,92,100,9.1,RU,2021-05-24 22:54:43
372,Saint Anthony,45.0205,-93.218,87.82,42,40,1.99,US,2021-05-24 22:54:43
373,Ighiu,46.15,23.5167,62.82,79,82,1.3,RO,2021-05-24 22:54:44
374,Kizhinga,51.8462,109.9097,42.08,50,100,3.8,RU,2021-05-24 22:54:44
375,Careiro Da Varzea,-3.2003,-59.8119,86.63,70,59,3.74,BR,2021-05-24 22:54:45
376,Turtas,58.9417,69.1325,59.88,89,86,7.49,RU,2021-05-24 22:54:45
377,Lipovtsy,44.2014,131.7244,56.34,43,10,6.93,RU,2021-05-24 22:54:45
378,Seymour,38.9592,-85.8903,87.3,68,98,7.34,US,2021-05-24 22:54:46
379,Petauke,-14.2426,31.3253,55.09,82,0,8.12,ZM,2021-05-24 22:54:46
380,Dhidhdhoo,6.8833,73.1,82.56,78,100,24.96,MV,2021-05-24 22:54:47
381,Cartagena,10.3997,-75.5144,89.22,66,40,13.8,CO,2021-05-24 22:54:47
382,San Patricio,28.017,-97.5169,84.02,72,44,14.9,US,2021-05-24 22:54:47
383,Gornopravdinsk,60.05,69.9,51.93,97,94,4.16,RU,2021-05-24 22:54:48
384,Acarau,-2.8856,-40.12,80.38,79,86,14.67,BR,2021-05-24 22:54:48
385,General Roca,-39.0333,-67.5833,63.0,49,100,26.89,AR,2021-05-24 22:54:49
386,Bend,44.0582,-121.3153,67.71,41,75,4.0,US,2021-05-24 22:51:38
387,Brokopondo,4.75,-55.1667,75.88,91,100,9.64,SR,2021-05-24 22:54:49
388,Kimbe,-5.5502,150.1429,79.21,87,100,5.91,PG,2021-05-24 22:54:50
389,Acapulco,16.8634,-99.8901,87.51,56,3,11.48,MX,2021-05-24 22:54:50
390,Bonavista,48.6499,-53.1147,37.11,55,64,15.86,CA,2021-05-24 22:54:51
391,Sao Jose Da Coroa Grande,-8.8978,-35.1478,76.78,75,83,6.91,BR,2021-05-24 22:52:11
392,Gazanjyk,39.2446,55.5154,78.91,45,80,7.14,TM,2021-05-24 22:54:51
393,Porto Novo,6.4965,2.6036,84.02,83,44,6.69,BJ,2021-05-24 22:51:23
394,Portland,45.5234,-122.6762,63.57,87,90,1.01,US,2021-05-24 22:53:44
395,Krasnorechenskiy,44.6265,135.3532,46.13,86,100,7.23,RU,2021-05-24 22:54:52
396,Xam Nua,20.4197,104.0439,68.81,98,99,1.81,LA,2021-05-24 22:54:52
397,Namatanai,-3.6667,152.4333,82.11,82,100,8.52,PG,2021-05-24 22:54:52
398,Makueni,-1.8041,37.6203,60.66,81,73,1.97,KE,2021-05-24 22:54:53
399,Tahoua,14.8888,5.2692,91.87,9,26,9.73,NE,2021-05-24 22:54:53
400,Kez,57.8979,53.7152,55.76,80,100,4.09,RU,2021-05-24 22:54:54
401,Samana,19.2056,-69.3369,80.82,83,40,5.75,DO,2021-05-24 22:54:54
402,Guaira,-20.3183,-48.3106,61.3,34,99,5.26,BR,2021-05-24 22:54:54
403,Hurghada,27.2574,33.8129,80.64,26,0,9.22,EG,2021-05-24 22:54:55
404,Itoman,26.1247,127.6694,78.82,89,20,4.61,JP,2021-05-24 22:54:55
405,Estevan,49.1334,-102.9842,60.22,63,90,20.71,CA,2021-05-24 22:54:56
406,Yevlax,40.6089,47.1492,62.82,44,31,6.87,AZ,2021-05-24 22:54:56
407,Sistranda,63.7256,8.834,55.36,81,100,12.71,NO,2021-05-24 22:54:56
408,Abalak,58.1286,68.5944,63.77,64,99,6.31,RU,2021-05-24 22:54:57
409,Kafue,-15.7691,28.1814,53.11,76,0,3.62,ZM,2021-05-24 22:54:57
410,Camocim,-2.9022,-40.8411,79.38,85,86,12.24,BR,2021-05-24 22:54:58
411,Gizo,-8.103,156.8419,82.45,79,90,16.93,SB,2021-05-24 22:54:58
412,Kununurra,-15.7667,128.7333,66.18,100,18,1.14,AU,2021-05-24 22:54:59
413,Bakau,13.4781,-16.6819,73.54,84,0,18.86,GM,2021-05-24 22:54:59
414,Santa Maria Del Oro,25.9333,-105.3667,89.71,7,13,6.78,MX,2021-05-24 22:54:59
415,Cabedelo,-6.9811,-34.8339,75.87,79,53,9.53,BR,2021-05-24 22:55:00
416,Maputo,-25.9653,32.5892,63.23,81,0,1.99,MZ,2021-05-24 22:51:50
417,Araouane,18.9048,-3.5265,96.78,20,55,9.08,ML,2021-05-24 22:53:52
418,Mukhen,48.1,136.1,52.95,79,99,2.59,RU,2021-05-24 22:55:00
419,Atambua,-9.1061,124.8925,73.47,81,13,4.09,ID,2021-05-24 22:55:01
420,Arawa,-6.2132,155.5367,84.63,74,96,4.45,PG,2021-05-24 22:55:01
421,Tavda,58.0425,65.2726,63.72,79,62,6.46,RU,2021-05-24 22:55:02
422,Cabo San Lucas,22.8909,-109.9124,92.8,57,0,8.05,MX,2021-05-24 22:53:36
423,Xuddur,4.1213,43.8894,70.07,81,23,14.47,SO,2021-05-24 22:55:04
424,Souillac,-20.5167,57.5167,71.98,81,75,11.68,MU,2021-05-24 22:55:04
425,Nchelenge,-9.3451,28.734,63.46,65,5,5.77,ZM,2021-05-24 22:55:05
426,Mongo,12.1844,18.693,87.39,11,21,7.47,TD,2021-05-24 22:55:05
427,Mantua,45.1667,10.7833,59.27,95,100,1.01,IT,2021-05-24 22:55:05
428,Vikhorevka,56.1201,101.1636,44.19,93,100,10.54,RU,2021-05-24 22:55:06
429,Xichang,27.8964,102.2634,61.2,84,100,0.85,CN,2021-05-24 22:55:06
430,Farafangana,-22.8167,47.8333,65.98,84,5,0.49,MG,2021-05-24 22:55:07
431,Nara,34.6851,135.8049,69.96,78,52,4.05,JP,2021-05-24 22:55:07
432,Zhangye,38.9342,100.4517,58.32,23,92,3.8,CN,2021-05-24 22:55:08
433,Yumen,40.2833,97.2,59.79,15,100,3.53,CN,2021-05-24 22:55:08
434,Bowen,-20.0167,148.2333,66.42,74,75,11.63,AU,2021-05-24 22:55:08
435,Coihaique,-45.5752,-72.0662,41.61,75,75,3.44,CL,2021-05-24 22:55:09
436,Skibbereen,51.55,-9.2667,49.8,79,99,15.35,IE,2021-05-24 22:52:29
437,Verkhnevilyuysk,63.4453,120.3167,42.66,90,100,7.9,RU,2021-05-24 22:55:09
438,Wajima,37.4,136.9,62.28,88,89,11.5,JP,2021-05-24 22:55:10
439,Wahiawa,21.5028,-158.0236,81.79,65,90,0.0,US,2021-05-24 22:55:10
440,Hope Mills,34.9704,-78.9453,93.22,76,90,9.26,US,2021-05-24 22:53:46
441,Aitape,-3.1374,142.3475,82.78,76,100,2.75,PG,2021-05-24 22:55:11
442,Woodward,36.4337,-99.3904,76.23,62,90,18.16,US,2021-05-24 22:55:11
443,Grojec,51.8625,20.8676,61.39,70,100,13.73,PL,2021-05-24 22:55:12
444,Karratha,-20.7377,116.8463,67.77,41,82,16.2,AU,2021-05-24 22:55:12
445,Serenje,-13.2325,30.2352,48.18,95,14,4.47,ZM,2021-05-24 22:55:13
446,Panguna,-6.3164,155.4848,78.57,72,84,2.57,PG,2021-05-24 22:55:13
447,The Valley,18.217,-63.0578,82.26,79,21,13.44,AI,2021-05-24 22:55:13
448,Maketu,-37.7667,176.45,62.06,60,99,20.24,NZ,2021-05-24 22:55:14
449,Ust-Ilimsk,58.0006,102.6619,44.15,97,100,6.55,RU,2021-05-24 22:55:14
450,Beloha,-25.1667,45.05,62.29,91,1,4.56,MG,2021-05-24 22:55:15
451,Alofi,-19.0595,-169.9187,84.09,74,40,6.91,NU,2021-05-24 22:50:20
452,Kalispell,48.1958,-114.3129,53.62,71,100,11.99,US,2021-05-24 22:55:15
453,Adelaide,-34.9333,138.6,58.3,85,75,1.99,AU,2021-05-24 22:50:18
454,Hamilton,39.1834,-84.5333,86.63,52,100,5.88,US,2021-05-24 22:55:16
455,Sarangani,5.4033,125.4636,83.37,74,100,5.84,PH,2021-05-24 22:55:16
456,Tual,-5.6667,132.75,82.53,79,100,19.39,ID,2021-05-24 22:55:16
457,Gaogou,34.0175,119.1886,68.16,37,98,1.99,CN,2021-05-24 22:55:17
458,Guerrero Negro,27.9769,-114.0611,72.16,52,2,16.08,MX,2021-05-24 22:55:17
459,Ayan,56.45,138.1667,33.87,92,100,25.23,RU,2021-05-24 22:55:18
460,Chippewa Falls,44.9369,-91.3929,81.54,88,75,10.51,US,2021-05-24 22:53:17
461,Korla,41.7597,86.1469,67.66,22,80,1.7,CN,2021-05-24 22:55:18
462,Kargil,34.5667,76.1,36.05,55,68,4.16,IN,2021-05-24 22:55:19
463,Hillsboro,45.5229,-122.9898,63.03,61,90,0.0,US,2021-05-24 22:53:52
464,Kasama,-10.2129,31.1808,55.51,79,75,3.91,ZM,2021-05-24 22:55:19
465,Schweinfurt,50.05,10.2333,54.07,95,100,10.8,DE,2021-05-24 22:55:20
466,Mahmudabad,27.3,81.1167,76.96,33,34,5.91,IN,2021-05-24 22:55:20
467,Senanga,-16.1167,23.2667,56.19,61,0,5.95,ZM,2021-05-24 22:55:21
468,Lishan,31.8576,113.2951,67.35,72,98,2.44,CN,2021-05-24 22:55:21
469,Albesti,47.7,27.0667,59.41,81,96,6.8,RO,2021-05-24 22:55:21
470,Nabire,-3.3667,135.4833,79.45,81,95,3.38,ID,2021-05-24 22:52:25
471,Byron Bay,-28.65,153.6167,69.06,70,84,5.23,AU,2021-05-24 22:55:22
472,Sorong,-0.8833,131.25,80.6,85,94,11.59,ID,2021-05-24 22:55:22
473,Poum,-20.2333,164.0167,73.54,59,12,18.1,NC,2021-05-24 22:55:23
474,Lososina,48.9975,140.3106,44.19,96,100,7.0,RU,2021-05-24 22:55:23
475,Puerto Maldonado,-12.6,-69.1833,65.8,74,98,2.66,PE,2021-05-24 22:55:23
476,San Cristobal,7.7669,-72.225,73.58,98,100,3.42,VE,2021-05-24 22:55:24
477,Itarema,-2.9248,-39.9167,80.37,78,86,13.06,BR,2021-05-24 22:55:24
478,Bhag,29.0415,67.8239,90.45,20,1,1.97,PK,2021-05-24 22:55:24
479,Bati,11.1833,40.0167,71.28,29,30,6.11,ET,2021-05-24 22:55:25
480,Iberia,29.9502,-91.7507,82.38,79,100,6.96,US,2021-05-24 22:55:25
481,Berlevag,70.8578,29.0864,36.97,65,79,3.74,NO,2021-05-24 22:55:26
482,Kahului,20.8947,-156.47,84.94,78,21,8.99,US,2021-05-24 22:55:26
483,Slave Lake,55.2834,-114.769,62.58,34,90,16.11,CA,2021-05-24 22:55:27
484,Kashi,39.4547,75.9797,65.41,25,75,4.43,CN,2021-05-24 22:55:27
485,Ventspils,57.3894,21.5606,40.93,93,0,2.3,LV,2021-05-24 22:55:27
486,Zemio,5.0314,25.1361,68.9,96,96,3.0,CF,2021-05-24 22:55:28
487,Markova,48.6758,24.4138,52.93,81,100,3.36,UA,2021-05-24 22:55:28
488,Aguimes,27.9054,-15.4461,64.65,72,20,26.46,ES,2021-05-24 22:55:29
489,Florianopolis,-27.6146,-48.5012,60.62,63,0,3.44,BR,2021-05-24 22:55:29
490,Okha,53.5739,142.9478,36.88,86,100,15.26,RU,2021-05-24 22:55:29
491,Hami,42.8,93.45,68.0,18,0,2.01,CN,2021-05-24 22:54:50
492,Barrow,71.2906,-156.7887,31.64,91,93,9.51,US,2021-05-24 22:55:30
493,Uglovskoye,51.3557,80.1942,61.07,71,38,4.74,RU,2021-05-24 22:55:30
494,Mazamet,43.49,2.373,57.09,95,90,9.71,FR,2021-05-24 22:55:31
495,Epernay,49.05,3.95,48.31,94,100,16.33,FR,2021-05-24 22:55:31
496,Semporna,4.4818,118.6112,77.2,87,97,2.75,MY,2021-05-24 22:55:32
497,Shingu,33.7333,135.9833,67.19,76,84,2.46,JP,2021-05-24 22:55:32
498,Columbia,34.0007,-81.0348,92.88,41,40,5.35,US,2021-05-24 22:55:28
499,Laguna,38.421,-121.4238,92.32,26,32,5.01,US,2021-05-24 22:55:32
500,Luderitz,-26.6481,15.1594,66.85,55,100,4.97,NA,2021-05-24 22:53:54
501,Ternate,0.8,127.4,82.67,77,97,5.08,ID,2021-05-24 22:55:33
502,Nuuk,64.1835,-51.7216,25.88,100,100,15.99,GL,2021-05-24 22:55:33
503,Winnemucca,40.973,-117.7357,71.65,22,40,13.91,US,2021-05-24 22:55:34
504,Vestmannaeyjar,63.4427,-20.2734,44.11,72,81,18.12,IS,2021-05-24 22:55:10
505,El Dorado,38.7666,-120.5177,81.54,29,75,5.99,US,2021-05-24 22:55:34
506,Port Blair,11.6667,92.75,82.85,84,97,22.84,IN,2021-05-24 22:52:40
507,Blagoyevo,63.3667,47.9167,50.77,95,89,8.1,RU,2021-05-24 22:55:35
508,Pahrump,36.2083,-115.9839,87.26,12,0,1.99,US,2021-05-24 22:55:35
509,Marechal Deodoro,-9.7103,-35.895,74.61,79,46,6.49,BR,2021-05-24 22:55:36
510,Andenes,69.3143,16.1194,40.98,75,4,14.97,NO,2021-05-24 22:55:36
511,Bukachacha,52.9833,116.9167,40.73,66,96,6.24,RU,2021-05-24 22:55:36
512,Kasongo-Lunda,-6.4667,16.8167,71.11,62,19,2.35,CD,2021-05-24 22:55:37
513,Kangaba,11.9333,-8.4167,86.31,49,74,3.56,ML,2021-05-24 22:55:37
514,Sept-Iles,50.2001,-66.3821,50.52,62,75,10.0,CA,2021-05-24 22:55:38
515,Kloulklubed,7.0419,134.2556,79.3,72,100,4.21,PW,2021-05-24 22:55:38
516,Sabang,5.8933,95.3214,83.68,77,97,16.24,ID,2021-05-24 22:55:38
517,Manokwari,-0.8667,134.0833,80.92,81,88,2.84,ID,2021-05-24 22:55:39
518,Jaque,7.5175,-78.1703,80.85,86,96,4.65,PA,2021-05-24 22:55:39
519,Scottsbluff,41.8666,-103.6672,76.23,28,43,10.0,US,2021-05-24 22:53:43
520,Kibuye,-2.0597,29.3482,64.63,84,85,2.57,RW,2021-05-24 22:55:40
521,Luebo,-5.35,21.4167,69.49,61,6,1.81,CD,2021-05-24 22:55:40
522,Ampanihy,-24.7,44.75,61.93,93,1,3.36,MG,2021-05-24 22:55:41
523,Sisimiut,66.9395,-53.6735,35.71,68,100,3.89,GL,2021-05-24 22:55:41
524,Sao Sebastiao,-23.76,-45.4097,61.79,70,67,4.56,BR,2021-05-24 22:55:42
525,Serov,59.6033,60.5787,55.87,94,63,4.97,RU,2021-05-24 22:55:42
526,Waterloo,43.4668,-80.5164,75.34,64,90,5.97,CA,2021-05-24 22:52:12
527,Samarai,-10.6167,150.6667,80.37,73,69,18.63,PG,2021-05-24 22:55:43
528,Quang Ngai,15.1167,108.8,78.19,90,98,3.58,VN,2021-05-24 22:55:43
529,Gamboula,4.1178,15.1393,71.53,77,92,1.03,CF,2021-05-24 22:55:43
530,Haimen,23.1935,116.6142,80.49,89,87,15.97,CN,2021-05-24 22:55:44
531,Buchanan,5.8808,-10.0467,79.66,86,32,6.49,LR,2021-05-24 22:55:31
532,Henties Bay,-22.116,14.2845,70.86,64,21,1.95,NA,2021-05-24 22:55:44
533,Iskateley,67.6803,53.1512,36.7,57,100,14.18,RU,2021-05-24 22:55:45
534,Teguise,29.0605,-13.564,62.82,84,20,26.28,ES,2021-05-24 22:55:45
535,Pathein,16.7833,94.7333,79.77,81,97,11.52,MM,2021-05-24 22:55:46
536,Tocopilla,-22.092,-70.1979,66.51,68,91,3.33,CL,2021-05-24 22:55:46
537,Ngunguru,-35.6167,174.5,60.17,72,99,26.11,NZ,2021-05-24 22:55:47
538,Nurota,40.5614,65.6886,69.89,28,5,6.6,UZ,2021-05-24 22:55:47
539,Calvinia,-31.4707,19.776,58.93,43,97,3.42,ZA,2021-05-24 22:54:11
540,Tutoia,-2.7619,-42.2744,80.53,85,94,9.82,BR,2021-05-24 22:55:47
541,Mandal,25.45,74.5667,85.41,33,15,8.77,IN,2021-05-24 22:55:48
542,Vestmanna,62.1564,-7.1664,43.72,90,75,8.61,FO,2021-05-24 22:55:48
543,Senneterre,48.3835,-77.2328,68.22,39,4,7.54,CA,2021-05-24 22:55:49
544,Honiara,-9.4333,159.95,83.55,73,91,1.05,SB,2021-05-24 22:55:45
545,Abatskoye,56.2875,70.4555,65.55,62,27,9.4,RU,2021-05-24 22:55:49
546,Uyuni,-20.4597,-66.825,43.92,14,80,8.25,BO,2021-05-24 22:55:50
547,Port-Cartier,50.0334,-66.8654,50.22,45,36,14.99,CA,2021-05-24 22:55:50
548,Bethanien,-26.502,17.1583,63.7,37,96,5.93,NA,2021-05-24 22:55:50
549,Dubno,50.4169,25.7343,56.89,73,100,8.08,UA,2021-05-24 22:55:51
550,Young,-32.6833,-57.6333,54.23,82,42,8.23,UY,2021-05-24 22:55:51
551,Nazas,25.2333,-104.1333,94.1,9,0,6.31,MX,2021-05-24 22:55:52
552,Clarence Town,-32.5833,151.7833,61.99,79,27,2.62,AU,2021-05-24 22:55:52
553,Nuristan,35.3,70.8333,28.49,55,1,12.93,AF,2021-05-24 22:55:52
554,Paita,-5.0892,-81.1144,75.76,82,14,13.18,PE,2021-05-24 22:55:53
555,Hofn,64.2539,-15.2082,42.55,65,38,4.88,IS,2021-05-24 22:54:39
556,Kaeo,-35.1,173.7833,60.33,69,99,16.96,NZ,2021-05-24 22:55:53
557,Taoudenni,22.6783,-3.9836,98.94,15,38,1.63,ML,2021-05-24 22:55:54
558,Liberal,37.0431,-100.921,82.15,61,75,24.16,US,2021-05-24 22:55:54
559,Kaihua,23.3687,104.28,65.86,96,100,3.49,CN,2021-05-24 22:55:54
560,Westport,41.1415,-73.3579,64.92,53,56,3.0,US,2021-05-24 22:52:23
561,Fukue,32.6881,128.8419,67.48,62,60,9.75,JP,2021-05-24 22:55:55
562,Arroyo,41.6096,-4.7969,49.59,87,0,9.53,ES,2021-05-24 22:55:55
563,Ganzhou,28.8184,115.4327,69.71,95,100,2.48,CN,2021-05-24 22:55:56
564,Harper,4.375,-7.7169,80.11,85,69,9.71,LR,2021-05-24 22:55:56
565,Hambantota,6.1241,81.1185,80.73,84,100,22.68,LK,2021-05-24 22:55:56
566,Villazon,-22.0866,-65.5942,48.96,15,65,2.06,BO,2021-05-24 22:55:57
567,Champerico,14.3,-91.9167,86.36,65,89,8.1,GT,2021-05-24 22:55:57
568,Damietta,31.4165,31.8133,73.29,73,0,7.34,EG,2021-05-24 22:55:58
569,Knysna,-34.0363,23.0471,57.58,67,100,3.2,ZA,2021-05-24 22:52:02
570,Yurimaguas,-5.9,-76.0833,74.75,97,79,2.26,PE,2021-05-24 22:55:58
571,Hakkari,37.5833,44.1667,49.62,53,72,2.66,TR,2021-05-24 22:55:59
572,Valladolid,41.5833,-4.6667,49.28,88,17,8.61,ES,2021-05-24 22:55:59
573,Nagorsk,59.3172,50.8078,52.65,73,100,7.65,RU,2021-05-24 22:55:59
574,San Jose,37.3394,-121.895,87.66,36,29,1.99,US,2021-05-24 22:54:30
575,Coquimbo,-29.9533,-71.3436,56.93,66,0,2.06,CL,2021-05-24 22:51:55
576,Caravelas,-17.7125,-39.2481,77.05,81,84,10.67,BR,2021-05-24 22:56:00
577,Road Town,18.4167,-64.6167,82.44,74,20,6.91,VG,2021-05-24 22:56:00
578,Saint-Pierre,-21.3393,55.4781,71.28,60,0,10.36,RE,2021-05-24 22:53:58
579,Green River,41.5286,-109.4662,60.15,30,23,24.54,US,2021-05-24 22:54:43
580,Bilma,18.6853,12.9164,89.56,9,0,6.6,NE,2021-05-24 22:56:01
581,Arandis,-22.4167,14.9667,64.47,25,8,9.86,NA,2021-05-24 22:56:02
582,Songling,31.1933,120.7176,74.07,74,93,5.59,CN,2021-05-24 22:56:17
583,Daye,30.0833,114.95,70.84,79,95,1.79,CN,2021-05-24 22:56:18
584,Deogarh,21.5333,84.7333,84.0,54,100,1.32,IN,2021-05-24 22:56:18
